,process,region,binning,color,process_type,scale,variation,source_filename,source_histname,alias,title,combine_idx,direction,syst_type,shapes,variation_alias,lnN
125,TprimeB-1800-125,SR_pass,default,1,SIGNAL,1.0,jmr,rootfiles/THselection_HT750_TprimeB-1800-125_Run2_JMR_up.root,MthvMh_particleNet_SR_pass__nominal,TprimeB-1800-125,b+T 1800 GeV,,Up,shapes,1.0,JMR,
126,TprimeB-1800-125,SR_pass,default,1,SIGNAL,1.0,jmr,rootfiles/THselection_HT750_TprimeB-1800-125_Run2_JMR_down.root,MthvMh_particleNet_SR_pass__nominal,TprimeB-1800-125,b+T 1800 GeV,,Down,shapes,1.0,JMR,
127,TprimeB-1800-125,SR_pass,default,1,SIGNAL,1.0,jms,rootfiles/THselection_HT750_TprimeB-1800-125_Run2_JMS_up.root,MthvMh_particleNet_SR_pass__nominal,TprimeB-1800-125,b+T 1800 GeV,,Up,shapes,1.0,JMS,
128,TprimeB-1800-125,SR_pass,default,1,SIGNAL,1.0,jms,rootfiles/THselection_HT750_TprimeB-1800-125_Run2_JMS_down.root,MthvMh_particleNet_SR_pass__nominal,TprimeB-1800-125,b+T 1800 GeV,,Down,shapes,1.0,JMS,
129,TprimeB-1800-125,SR_pass,default,1,SIGNAL,1.0,Pileup,rootfiles/THselection_HT750_TprimeB-1800-125_Run2.root,MthvMh_particleNet_SR_pass__Pileup_up,TprimeB-1800-125,b+T 1800 GeV,,Up,shapes,1.0,Pileup,
130,TprimeB-1800-125,SR_pass,default,1,SIGNAL,1.0,Pileup,rootfiles/THselection_HT750_TprimeB-1800-125_Run2.root,MthvMh_particleNet_SR_pass__Pileup_down,TprimeB-1800-125,b+T 1800 GeV,,Down,shapes,1.0,Pileup,
131,TprimeB-1800-125,SR_pass,default,1,SIGNAL,1.0,PNetTop,rootfiles/THselection_HT750_TprimeB-1800-125_Run2_PNetTop_up.root,MthvMh_particleNet_SR_pass__nominal,TprimeB-1800-125,b+T 1800 GeV,,Up,shapes,1.0,PNetTop,
132,TprimeB-1800-125,SR_pass,default,1,SIGNAL,1.0,PNetTop,rootfiles/THselection_HT750_TprimeB-1800-125_Run2_PNetTop_down.root,MthvMh_particleNet_SR_pass__nominal,TprimeB-1800-125,b+T 1800 GeV,,Down,shapes,1.0,PNetTop,
133,TprimeB-1800-125,SR_pass,default,1,SIGNAL,1.0,PNetXbb,rootfiles/THselection_HT750_TprimeB-1800-125_Run2_PNetXbb_up.root,MthvMh_particleNet_SR_pass__nominal,TprimeB-1800-125,b+T 1800 GeV,,Up,shapes,1.0,PNetXbb,
134,TprimeB-1800-125,SR_pass,default,1,SIGNAL,1.0,PNetXbb,rootfiles/THselection_HT750_TprimeB-1800-125_Run2_PNetXbb_down.root,MthvMh_particleNet_SR_pass__nominal,TprimeB-1800-125,b+T 1800 GeV,,Down,shapes,1.0,PNetXbb,
135,TprimeB-1800-125,SR_pass,default,1,SIGNAL,1.0,nominal,rootfiles/THselection_HT750_TprimeB-1800-125_Run2.root,MthvMh_particleNet_SR_pass__nominal,TprimeB-1800-125,b+T 1800 GeV,,,,,,
